# Constructed from biom file
#OTU ID	SRR3545898_bracken	SRR3545910_bracken	SRR3545919_bracken	SRR3545934_bracken	SRR3545941_bracken	SRR3545948_bracken	SRR3545955_bracken	SRR3545963_bracken	SRR3546351_bracken	SRR3546354_bracken	SRR3546356_bracken	SRR3546358_bracken	SRR3546361_bracken	SRR3546363_bracken	SRR3546365_bracken	SRR3546367_bracken	SRR3546371_bracken	SRR3546373_bracken	SRR3546375_bracken	SRR3546378_bracken	SRR3546380_bracken	SRR3546382_bracken	SRR3546384_bracken	taxonomy
1332264	35.0	155.0	415.0	359.0	22.0	259.0	149.0	410.0	5.0	46.0	212.0	41.0	116.0	153.0	228.0	610.0	31.0	151.0	979.0	84.0	87.0	82.0	73.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Tessaracoccus; s__aquimaris
1750	228.0	401.0	1144.0	10353.0	297.0	614.0	858.0	736.0	111.0	732.0	456.0	803.0	5884.0	573.0	265.0	607.0	835.0	439.0	1809.0	354.0	861.0	205.0	65.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Pseudopropionibacterium; s__propionicum
29405	105.0	820.0	1261.0	873.0	40.0	1539.0	505.0	1140.0	8.0	64.0	1261.0	97.0	129.0	492.0	3270.0	1616.0	64.0	2720.0	2533.0	415.0	98.0	408.0	225.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Microlunatus; s__phosphovorus
630515	31.0	183.0	284.0	215.0	19.0	318.0	144.0	291.0	3.0	17.0	190.0	25.0	49.0	119.0	662.0	443.0	16.0	221.0	795.0	95.0	19.0	76.0	52.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Microlunatus; s__soli
1748	51.0	306.0	426.0	397.0	44.0	251.0	190.0	940.0	9.0	124.0	253.0	203.0	264.0	170.0	347.0	1491.0	71.0	586.0	2031.0	94.0	67.0	160.0	48.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Acidipropionibacterium; s__acidipropionici
2057246	12.0	38.0	97.0	62.0	12.0	62.0	22.0	86.0	3.0	10.0	40.0	26.0	43.0	20.0	82.0	100.0	10.0	40.0	192.0	15.0	12.0	15.0	24.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Acidipropionibacterium; s__virtanenii
675864	70.0	358.0	433.0	313.0	18.0	713.0	239.0	524.0	3.0	32.0	315.0	45.0	56.0	159.0	928.0	652.0	31.0	416.0	1129.0	132.0	38.0	138.0	87.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Auraticoccus; s__monumenti
1871034	13.0	63.0	98.0	41.0	34.0	76.0	12.0	55.0	0.0	22.0	97.0	24.0	35.0	43.0	19.0	73.0	22.0	54.0	135.0	131.0	49.0	46.0	14.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Propionimicrobium; s__sp. Marseille-P3275
110319	539.0	1076.0	1617.0	1816.0	61.0	2028.0	1003.0	2257.0	26.0	112.0	1136.0	163.0	268.0	1095.0	3175.0	2909.0	280.0	1726.0	4233.0	530.0	173.0	621.0	200.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__sp. CF8
196162	234.0	868.0	1236.0	1732.0	60.0	1593.0	958.0	2331.0	28.0	95.0	1111.0	112.0	263.0	1185.0	3422.0	2821.0	146.0	848.0	4678.0	459.0	119.0	637.0	195.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__sp. JS614
450734	178.0	772.0	953.0	1440.0	38.0	1253.0	808.0	1722.0	17.0	74.0	822.0	98.0	217.0	835.0	2554.0	2218.0	110.0	681.0	3505.0	337.0	72.0	506.0	123.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__dokdonensis
2483798	119.0	510.0	772.0	1066.0	27.0	911.0	506.0	1201.0	7.0	58.0	601.0	71.0	114.0	619.0	2108.0	1448.0	70.0	462.0	2361.0	299.0	55.0	299.0	93.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__sp. 603
2045452	65.0	387.0	470.0	614.0	15.0	597.0	399.0	725.0	5.0	35.0	454.0	40.0	93.0	421.0	1320.0	1073.0	49.0	348.0	1506.0	182.0	61.0	185.0	93.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__sp. 78
1804624	16.0	95.0	118.0	175.0	6.0	167.0	86.0	163.0	2.0	13.0	107.0	16.0	21.0	92.0	380.0	257.0	6.0	70.0	408.0	46.0	16.0	50.0	20.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__baekrokdamisoli
546874	1068.0	5904.0	9507.0	5218.0	202.0	10266.0	3128.0	10180.0	69.0	328.0	7722.0	745.0	817.0	3423.0	17087.0	12273.0	510.0	10538.0	31340.0	3600.0	737.0	2439.0	3298.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Friedmanniella; s__sagamiharensis
546871	282.0	2786.0	2860.0	1643.0	69.0	4704.0	1176.0	2830.0	10.0	135.0	2412.0	265.0	366.0	920.0	9607.0	4059.0	148.0	3003.0	6807.0	1470.0	230.0	826.0	652.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Friedmanniella; s__luteola
642780	583.0	3238.0	4486.0	3440.0	160.0	5586.0	2286.0	3979.0	28.0	341.0	2793.0	398.0	734.0	2095.0	9146.0	5197.0	280.0	2681.0	8447.0	1430.0	372.0	1171.0	540.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Marmoricola; s__scoriae
2079793	67.0	234.0	381.0	405.0	6.0	387.0	228.0	454.0	1.0	24.0	339.0	54.0	65.0	262.0	850.0	601.0	41.0	218.0	961.0	104.0	47.0	128.0	46.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Aeromicrobium; s__sp. 592
1736691	65.0	362.0	365.0	751.0	19.0	604.0	382.0	926.0	5.0	27.0	449.0	56.0	85.0	341.0	897.0	1233.0	77.0	510.0	1734.0	131.0	46.0	292.0	62.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Aeromicrobium; s__choanae
2041	37.0	128.0	220.0	325.0	15.0	250.0	175.0	381.0	9.0	17.0	127.0	17.0	31.0	148.0	514.0	450.0	20.0	121.0	720.0	84.0	44.0	95.0	22.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Aeromicrobium; s__erythreum
2107713	32.0	136.0	156.0	209.0	15.0	199.0	134.0	217.0	6.0	17.0	183.0	28.0	27.0	103.0	445.0	290.0	19.0	108.0	480.0	53.0	20.0	59.0	27.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Aeromicrobium; s__sp. A1-2
219314	23.0	106.0	143.0	181.0	1.0	193.0	130.0	230.0	2.0	8.0	157.0	19.0	31.0	89.0	399.0	330.0	7.0	103.0	501.0	57.0	13.0	54.0	23.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Aeromicrobium; s__marinum
2045	133.0	460.0	754.0	1096.0	14.0	794.0	549.0	1105.0	7.0	40.0	572.0	78.0	113.0	553.0	2055.0	1406.0	73.0	437.0	2458.0	223.0	56.0	283.0	93.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Pimelobacter; s__simplex
75385	74.0	446.0	644.0	683.0	26.0	970.0	590.0	1225.0	13.0	49.0	588.0	36.0	120.0	467.0	881.0	1449.0	45.0	1891.0	1974.0	191.0	533.0	437.0	135.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Micropruina; s__glycogenica
182640	43.0	169.0	291.0	370.0	8.0	398.0	174.0	346.0	7.0	13.0	230.0	18.0	54.0	198.0	971.0	541.0	28.0	168.0	820.0	75.0	21.0	95.0	65.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Kribbella; s__flavida
117157	26.0	99.0	149.0	184.0	11.0	177.0	100.0	218.0	0.0	8.0	121.0	9.0	20.0	80.0	412.0	206.0	13.0	98.0	432.0	33.0	14.0	46.0	17.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Actinopolymorpha; s__singaporensis
1270	12344.0	54424.0	221294.0	40323.0	10598.0	115766.0	20219.0	35411.0	5040.0	26221.0	116549.0	28864.0	62549.0	18931.0	9255.0	37470.0	30684.0	42785.0	82695.0	33006.0	14737.0	10184.0	15489.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Micrococcus; s__luteus
43675	6716.0	5671.0	19893.0	59886.0	15228.0	8720.0	9354.0	16134.0	2630.0	13540.0	5487.0	14275.0	42721.0	25333.0	5890.0	21824.0	14207.0	8612.0	42013.0	4378.0	6891.0	5571.0	972.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Rothia; s__mucilaginosa
2047	1828.0	2089.0	47397.0	18376.0	7619.0	5394.0	8307.0	3274.0	755.0	8898.0	2282.0	7265.0	62964.0	33304.0	2523.0	6218.0	5528.0	6302.0	16161.0	1040.0	3096.0	2951.0	487.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Rothia; s__dentocariosa
71999	1835.0	10993.0	30803.0	10418.0	2114.0	24632.0	5811.0	14330.0	668.0	3838.0	17554.0	3596.0	10894.0	7026.0	3098.0	16326.0	4491.0	11180.0	31063.0	8246.0	2543.0	3898.0	3270.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__palustris
388357	617.0	3768.0	2479.0	8040.0	259.0	3790.0	4182.0	19482.0	40.0	522.0	2817.0	566.0	705.0	4328.0	13806.0	27697.0	251.0	2485.0	40729.0	1128.0	259.0	1960.0	959.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__turfanensis
446860	199.0	1220.0	1028.0	2310.0	120.0	1375.0	1263.0	4567.0	18.0	206.0	996.0	195.0	303.0	1346.0	3297.0	5767.0	103.0	1528.0	9246.0	389.0	93.0	527.0	274.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__flava
72000	90.0	584.0	953.0	338.0	184.0	1406.0	162.0	955.0	40.0	136.0	1010.0	233.0	474.0	329.0	179.0	944.0	237.0	732.0	2827.0	428.0	374.0	193.0	261.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__rhizophila
1702043	69.0	497.0	999.0	332.0	218.0	1455.0	204.0	1102.0	35.0	174.0	1075.0	253.0	459.0	345.0	155.0	943.0	234.0	765.0	2988.0	467.0	410.0	213.0	231.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__sp. BT304
1849032	63.0	304.0	445.0	248.0	19.0	345.0	224.0	555.0	4.0	38.0	261.0	34.0	73.0	203.0	499.0	735.0	49.0	209.0	1173.0	133.0	13.0	132.0	46.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. U41
656366	52.0	513.0	264.0	238.0	30.0	510.0	80.0	424.0	6.0	45.0	1025.0	81.0	153.0	80.0	145.0	313.0	37.0	136.0	429.0	72.0	69.0	62.0	41.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__alpinus
290399	30.0	228.0	227.0	333.0	10.0	343.0	114.0	538.0	8.0	18.0	174.0	26.0	26.0	153.0	385.0	797.0	29.0	128.0	1068.0	52.0	22.0	98.0	27.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. FB24
1357915	25.0	104.0	87.0	170.0	9.0	128.0	60.0	263.0	0.0	9.0	102.0	18.0	24.0	92.0	229.0	316.0	10.0	92.0	461.0	28.0	11.0	48.0	18.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. QXT-31
2079227	24.0	70.0	78.0	161.0	14.0	150.0	92.0	157.0	1.0	8.0	84.0	17.0	33.0	159.0	316.0	246.0	36.0	63.0	373.0	25.0	10.0	29.0	26.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. PGP41
2211210	21.0	125.0	136.0	123.0	14.0	122.0	68.0	693.0	4.0	12.0	158.0	11.0	34.0	107.0	149.0	248.0	23.0	204.0	471.0	108.0	7.0	45.0	18.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. DCT-5
37928	19.0	214.0	566.0	205.0	14.0	184.0	196.0	485.0	0.0	26.0	303.0	20.0	54.0	161.0	335.0	433.0	20.0	78.0	826.0	63.0	17.0	86.0	21.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__crystallopoietes
1494608	15.0	60.0	56.0	43.0	5.0	87.0	34.0	109.0	1.0	0.0	150.0	7.0	19.0	34.0	60.0	110.0	7.0	38.0	165.0	13.0	22.0	19.0	15.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. PAMC 25486
1806905	14.0	42.0	57.0	69.0	4.0	56.0	42.0	245.0	0.0	3.0	40.0	4.0	12.0	20.0	106.0	178.0	7.0	30.0	352.0	30.0	2.0	20.0	9.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. ZXY-2
2020486	10.0	41.0	77.0	62.0	1.0	59.0	48.0	139.0	1.0	11.0	73.0	16.0	10.0	44.0	128.0	165.0	4.0	13.0	265.0	18.0	1.0	23.0	4.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. YN
1652545	10.0	201.0	333.0	1400.0	16.0	667.0	390.0	1193.0	11.0	17.0	355.0	17.0	73.0	567.0	696.0	1296.0	58.0	133.0	1484.0	65.0	24.0	210.0	48.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. YC-RL1
1704044	4.0	34.0	62.0	65.0	9.0	79.0	29.0	123.0	0.0	10.0	95.0	10.0	21.0	40.0	111.0	160.0	14.0	67.0	198.0	12.0	7.0	16.0	12.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. ERGS1:01
1771959	1.0	5.0	15.0	17.0	1.0	3.0	10.0	32.0	0.0	0.0	19.0	0.0	3.0	7.0	13.0	75.0	0.0	1.0	70.0	1.0	0.0	6.0	3.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. ATCC 21022
1118963	1.0	10.0	15.0	32.0	1.0	12.0	6.0	45.0	0.0	0.0	25.0	10.0	0.0	8.0	31.0	57.0	1.0	16.0	68.0	10.0	0.0	10.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. Rue61a
728066	79.0	565.0	339.0	560.0	16.0	796.0	284.0	2922.0	7.0	31.0	402.0	34.0	49.0	422.0	798.0	1149.0	16.0	294.0	1976.0	88.0	24.0	361.0	34.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter; s__equi
361575	28.0	148.0	245.0	196.0	17.0	237.0	114.0	412.0	10.0	25.0	152.0	21.0	89.0	230.0	281.0	525.0	26.0	138.0	826.0	40.0	34.0	69.0	28.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter; s__phenanthrenivorans
121292	24.0	90.0	122.0	133.0	8.0	152.0	85.0	245.0	0.0	13.0	174.0	15.0	35.0	78.0	198.0	280.0	17.0	89.0	461.0	40.0	10.0	54.0	18.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter; s__sulfonivorans
85085	15.0	203.0	148.0	226.0	4.0	371.0	110.0	1057.0	2.0	13.0	160.0	14.0	28.0	269.0	317.0	469.0	17.0	102.0	858.0	26.0	10.0	135.0	13.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter; s__chlorophenolicus
256701	29.0	253.0	134.0	339.0	12.0	194.0	243.0	1083.0	2.0	15.0	205.0	28.0	58.0	210.0	320.0	2511.0	25.0	276.0	1750.0	44.0	25.0	94.0	64.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Glutamicibacter; s__arilaitensis
37929	6.0	94.0	122.0	428.0	19.0	108.0	675.0	566.0	3.0	10.0	127.0	16.0	32.0	308.0	223.0	890.0	9.0	44.0	1080.0	21.0	7.0	48.0	9.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Glutamicibacter; s__nicotianae
1933880	1.0	30.0	81.0	140.0	5.0	62.0	42.0	115.0	1.0	21.0	50.0	4.0	55.0	68.0	141.0	260.0	10.0	24.0	254.0	12.0	16.0	36.0	4.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Glutamicibacter; s__halophytocola
556325	31.0	71.0	76.0	185.0	10.0	115.0	132.0	276.0	5.0	34.0	61.0	20.0	54.0	124.0	82.0	520.0	14.0	48.0	579.0	29.0	24.0	40.0	10.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Neomicrococcus; s__aestuarii
37927	22.0	97.0	153.0	174.0	11.0	160.0	97.0	295.0	3.0	16.0	121.0	20.0	30.0	70.0	321.0	373.0	17.0	107.0	565.0	42.0	14.0	29.0	32.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Sinomonas; s__atrocyanea
2058657	9.0	75.0	140.0	95.0	16.0	102.0	85.0	250.0	2.0	10.0	49.0	18.0	80.0	76.0	287.0	211.0	12.0	41.0	264.0	58.0	21.0	32.0	26.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Zhihengliuella; s__sp. ISTPL4
2170745	7.0	89.0	143.0	93.0	43.0	139.0	88.0	115.0	2.0	24.0	150.0	59.0	68.0	485.0	60.0	150.0	8.0	113.0	467.0	34.0	19.0	46.0	43.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Auritidibacter; s__sp. NML130574
43663	5.0	24.0	28.0	33.0	1.0	39.0	22.0	66.0	0.0	0.0	40.0	7.0	8.0	36.0	89.0	104.0	11.0	16.0	169.0	13.0	2.0	24.0	7.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Paenarthrobacter; s__aurescens
1618207	4.0	12.0	24.0	19.0	0.0	12.0	9.0	15.0	0.0	6.0	12.0	40.0	5.0	10.0	50.0	29.0	7.0	15.0	40.0	4.0	0.0	4.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Psychromicrobium; s__lacuslunae
1646	1.0	9.0	12.0	11.0	3.0	3.0	14.0	5.0	0.0	3.0	5.0	4.0	5.0	7.0	5.0	26.0	3.0	3.0	14.0	0.0	3.0	3.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Renibacterium; s__salmoninarum
104336	113.0	665.0	954.0	1500.0	53.0	1402.0	869.0	1844.0	25.0	84.0	635.0	117.0	252.0	934.0	1567.0	2683.0	99.0	455.0	3094.0	299.0	153.0	366.0	82.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__foliorum
36805	99.0	724.0	1291.0	1124.0	152.0	1566.0	676.0	2119.0	46.0	171.0	1409.0	144.0	453.0	757.0	965.0	2462.0	162.0	1548.0	3153.0	488.0	270.0	995.0	211.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__aurum
370764	80.0	380.0	596.0	469.0	14.0	452.0	224.0	574.0	11.0	24.0	496.0	30.0	56.0	301.0	938.0	779.0	41.0	218.0	923.0	113.0	40.0	118.0	66.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__pygmaeum
2048898	72.0	315.0	1273.0	571.0	49.0	503.0	395.0	863.0	23.0	313.0	424.0	265.0	306.0	320.0	2409.0	669.0	136.0	229.0	1669.0	308.0	129.0	156.0	100.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__sp. Y-01
84292	55.0	310.0	499.0	1894.0	47.0	492.0	1377.0	1938.0	16.0	43.0	332.0	37.0	113.0	1079.0	693.0	2758.0	86.0	243.0	4455.0	149.0	50.0	493.0	89.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__chocolatum
1906742	45.0	226.0	202.0	601.0	19.0	314.0	359.0	832.0	4.0	28.0	258.0	52.0	89.0	388.0	1371.0	828.0	37.0	210.0	1426.0	114.0	30.0	198.0	42.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__sp. BH-3-3-3
2033	39.0	123.0	229.0	667.0	25.0	255.0	322.0	1264.0	10.0	23.0	190.0	65.0	44.0	428.0	1360.0	1006.0	55.0	105.0	1466.0	125.0	32.0	164.0	42.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__testaceum
