# Constructed from biom file
#OTU ID	CAMDA2019_03TXLrIna_1_annon.fastq_bracken	CAMDA2019_03TXLrIna_2_annon.fastq_bracken	CAMDA2019_1Vapy1lcu_1_annon.fastq_bracken	CAMDA2019_1Vapy1lcu_2_annon.fastq_bracken	CAMDA2019_42XlKWBJx_annon.fastq_bracken	CAMDA2019_4GiLTLyqL_1_annon.fastq_bracken	CAMDA2019_4GiLTLyqL_2_annon.fastq_bracken	CAMDA2019_5KtJjcn26_annon.fastq_bracken	CAMDA2019_6K2P8XNab_1_annon.fastq_bracken	CAMDA2019_6K2P8XNab_2_annon.fastq_bracken	CAMDA2019_7Il968vhk_annon.fastq_bracken	CAMDA2019_9kW8J4Ev5_annon.fastq_bracken	CAMDA2019_9UxNkBsUB_1_annon.fastq_bracken	CAMDA2019_9UxNkBsUB_2_annon.fastq_bracken	CAMDA2019_A4Tkn3dX9_1_annon.fastq_bracken	CAMDA2019_A4Tkn3dX9_2_annon.fastq_bracken	CAMDA2019_ajObxR7P1_1_annon.fastq_bracken	CAMDA2019_ajObxR7P1_2_annon.fastq_bracken	CAMDA2019_B6hDSOaff_1_annon.fastq_bracken	CAMDA2019_B6hDSOaff_2_annon.fastq_bracken	CAMDA2019_bAPBY3AHh_1_annon.fastq_bracken	CAMDA2019_bAPBY3AHh_2_annon.fastq_bracken	CAMDA2019_c1SjrQHf7_1_annon.fastq_bracken	CAMDA2019_c1SjrQHf7_2_annon.fastq_bracken	CAMDA2019_cA45yrbCp_1_annon.fastq_bracken	CAMDA2019_cA45yrbCp_2_annon.fastq_bracken	CAMDA2019_cKL7xX3EZ_1_annon.fastq_bracken	CAMDA2019_cKL7xX3EZ_2_annon.fastq_bracken	CAMDA2019_CL1lI9nin_1_annon.fastq_bracken	CAMDA2019_CL1lI9nin_2_annon.fastq_bracken	CAMDA2019_F7waXDwRV_1_annon.fastq_bracken	CAMDA2019_F7waXDwRV_2_annon.fastq_bracken	CAMDA2019_fDcwHrLnA_1_annon.fastq_bracken	CAMDA2019_fDcwHrLnA_2_annon.fastq_bracken	CAMDA2019_FjWGW2m0N_annon.fastq_bracken	CAMDA2019_gBzRKJUuM_annon.fastq_bracken	CAMDA2019_hATTKoyv0_1_annon.fastq_bracken	CAMDA2019_hATTKoyv0_2_annon.fastq_bracken	CAMDA2019_hPJCTIwqO_1_annon.fastq_bracken	CAMDA2019_hPJCTIwqO_2_annon.fastq_bracken	CAMDA2019_HRyMKBUym_1_annon.fastq_bracken	CAMDA2019_HRyMKBUym_2_annon.fastq_bracken	CAMDA2019_IxiSbR8Vi_1_annon.fastq_bracken	CAMDA2019_IxiSbR8Vi_2_annon.fastq_bracken	CAMDA2019_K1IvsMwZ0_1_annon.fastq_bracken	CAMDA2019_K1IvsMwZ0_2_annon.fastq_bracken	CAMDA2019_KqVcbm3UA_annon.fastq_bracken	CAMDA2019_KRyPpwwID_1_annon.fastq_bracken	CAMDA2019_KRyPpwwID_2_annon.fastq_bracken	CAMDA2019_lpQTWz3am_1_annon.fastq_bracken	CAMDA2019_lpQTWz3am_2_annon.fastq_bracken	CAMDA2019_LPVcbq3pE_annon.fastq_bracken	CAMDA2019_LWrSv4rYd_annon.fastq_bracken	CAMDA2019_m6hxFn1Sb_annon.fastq_bracken	CAMDA2019_MFF61azo4_1_annon.fastq_bracken	CAMDA2019_MFF61azo4_2_annon.fastq_bracken	CAMDA2019_MspIkAOzT_1_annon.fastq_bracken	CAMDA2019_MspIkAOzT_2_annon.fastq_bracken	CAMDA2019_OHdXt0n93_1_annon.fastq_bracken	CAMDA2019_OHdXt0n93_2_annon.fastq_bracken	CAMDA2019_OSU080x0L_1_annon.fastq_bracken	CAMDA2019_OSU080x0L_2_annon.fastq_bracken	CAMDA2019_PoTC9MGmE_1_annon.fastq_bracken	CAMDA2019_PoTC9MGmE_2_annon.fastq_bracken	CAMDA2019_PZBrtdqbc_1_annon.fastq_bracken	CAMDA2019_PZBrtdqbc_2_annon.fastq_bracken	CAMDA2019_QKhKiZiNe_annon.fastq_bracken	CAMDA2019_QNO6ArzjQ_1_annon.fastq_bracken	CAMDA2019_QNO6ArzjQ_2_annon.fastq_bracken	CAMDA2019_qSkX1R2Gz_1_annon.fastq_bracken	CAMDA2019_qSkX1R2Gz_2_annon.fastq_bracken	CAMDA2019_RDEZTuFJ0_1_annon.fastq_bracken	CAMDA2019_RDEZTuFJ0_2_annon.fastq_bracken	CAMDA2019_rridyqqZl_annon.fastq_bracken	CAMDA2019_S12fkE31f_1_annon.fastq_bracken	CAMDA2019_S12fkE31f_2_annon.fastq_bracken	CAMDA2019_Srryjh9fm_annon.fastq_bracken	CAMDA2019_SuTczAky8_annon.fastq_bracken	CAMDA2019_TLo8GTgZS_annon.fastq_bracken	CAMDA2019_tm5oSy4uY_annon.fastq_bracken	CAMDA2019_TxgbavT9X_annon.fastq_bracken	CAMDA2019_uZFjEK4hm_annon.fastq_bracken	CAMDA2019_V8PJQlOng_1_annon.fastq_bracken	CAMDA2019_V8PJQlOng_2_annon.fastq_bracken	CAMDA2019_w3hK8f0sn_annon.fastq_bracken	CAMDA2019_wJsZolv7O_1_annon.fastq_bracken	CAMDA2019_wJsZolv7O_2_annon.fastq_bracken	CAMDA2019_Xianr4bpE_1_annon.fastq_bracken	CAMDA2019_Xianr4bpE_2_annon.fastq_bracken	CAMDA2019_y3hl8NLXD_annon.fastq_bracken	CAMDA2019_ya8Lwujnu_1_annon.fastq_bracken	CAMDA2019_ya8Lwujnu_2_annon.fastq_bracken	CAMDA2019_yDYzpI6z0_1_annon.fastq_bracken	CAMDA2019_yDYzpI6z0_2_annon.fastq_bracken	CAMDA2019_YwEqI6j3T_1_annon.fastq_bracken	CAMDA2019_YwEqI6j3T_2_annon.fastq_bracken	CAMDA2019_Z6k4utsJA_1_annon.fastq_bracken	CAMDA2019_Z6k4utsJA_2_annon.fastq_bracken	CAMDA2019_zEyFbEnFu_1_annon.fastq_bracken	CAMDA2019_zEyFbEnFu_2_annon.fastq_bracken	taxonomy
1375	220.0	221.0	294.0	277.0	3305.0	16.0	14.0	181.0	1383.0	1321.0	2376.0	516.0	209539.0	199407.0	5413.0	5317.0	1585.0	1540.0	599.0	598.0	104.0	103.0	8.0	9.0	632.0	606.0	30032.0	28501.0	135.0	134.0	12.0	10.0	228.0	215.0	1822.0	1041.0	7.0	6.0	90.0	86.0	554.0	545.0	124.0	114.0	15756.0	14874.0	654.0	31.0	26.0	2484.0	2393.0	2042.0	93.0	9695.0	144.0	137.0	57.0	59.0	23.0	3.0	217.0	212.0	12.0	2.0	2026.0	1965.0	7400.0	53762.0	51507.0	194.0	187.0	2201.0	2116.0	15981.0	1636.0	1527.0	13308.0	2306.0	4785.0	3649.0	444.0	894.0	6.0	5.0	2862.0	356.0	345.0	7.0	4.0	567.0	1490.0	1409.0	14.0	12.0	48954.0	46545.0	592.0	576.0	195927.0	180531.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Aerococcus; s__
1350	108.0	106.0	89.0	89.0	500.0	24.0	25.0	90.0	1229.0	1144.0	575.0	1054.0	1110.0	1005.0	983.0	978.0	788.0	747.0	130.0	115.0	46.0	41.0	13.0	13.0	112.0	103.0	2397.0	2323.0	237.0	229.0	9.0	8.0	475.0	457.0	1682.0	1048.0	1.0	1.0	30.0	28.0	153.0	145.0	28.0	25.0	630.0	621.0	220.0	14.0	13.0	1598.0	1550.0	382.0	689.0	476.0	75.0	73.0	143.0	141.0	17.0	10.0	240.0	230.0	7.0	6.0	1454.0	1422.0	750.0	4853.0	4671.0	70.0	68.0	804.0	760.0	198771.0	12110.0	11396.0	1298.0	374.0	605.0	614.0	355.0	331.0	7.0	6.0	1498.0	105.0	97.0	26.0	23.0	304.0	835.0	810.0	28.0	24.0	5675.0	5504.0	149.0	139.0	1114.0	953.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
51668	1.0	2.0	4.0	2.0	54.0	0.0	0.0	1.0	17.0	16.0	63.0	14.0	1753.0	1643.0	23.0	23.0	81.0	73.0	10.0	10.0	4.0	5.0	0.0	0.0	4.0	3.0	244.0	224.0	3.0	3.0	0.0	0.0	2.0	1.0	58.0	15.0	1.0	1.0	1.0	1.0	5.0	2.0	11.0	11.0	110.0	97.0	176.0	0.0	0.0	40.0	43.0	140.0	5.0	87.0	13.0	13.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	0.0	51.0	52.0	92.0	532.0	532.0	4.0	4.0	36.0	37.0	264.0	8.0	9.0	117.0	126.0	83.0	100.0	89.0	88.0	1.0	1.0	49.0	37.0	35.0	1.0	0.0	3.0	36.0	35.0	0.0	0.0	446.0	393.0	7.0	7.0	986.0	896.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Tetragenococcus; s__
1243	60.0	54.0	108.0	108.0	2811.0	18.0	17.0	22.0	760.0	749.0	918.0	6099.0	565.0	552.0	608.0	600.0	1632.0	1614.0	130.0	122.0	208.0	207.0	23.0	21.0	108.0	105.0	1391.0	1352.0	61.0	53.0	34.0	34.0	152.0	148.0	1726.0	4177.0	4.0	4.0	60.0	58.0	306.0	299.0	96.0	94.0	16512.0	15871.0	678.0	19.0	19.0	1134.0	1111.0	1777.0	1528.0	1573.0	208.0	197.0	60.0	60.0	12.0	10.0	140.0	140.0	53.0	51.0	2007.0	1957.0	2496.0	1163.0	1135.0	563.0	547.0	1009.0	985.0	4433.0	94.0	88.0	759.0	9286.0	2054.0	1422.0	1570.0	1017.0	22.0	22.0	693.0	406.0	397.0	21.0	21.0	127.0	4898.0	4799.0	5.0	4.0	103385.0	98656.0	564.0	547.0	846.0	798.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
46255	21.0	14.0	53.0	48.0	108.0	28.0	23.0	54.0	54.0	52.0	73.0	744.0	337.0	346.0	1022.0	1003.0	348.0	329.0	138.0	129.0	65.0	63.0	20.0	20.0	170.0	165.0	2808.0	2739.0	65.0	65.0	5.0	6.0	48.0	47.0	290.0	166.0	4.0	4.0	23.0	19.0	72.0	72.0	13.0	14.0	133.0	126.0	36.0	9.0	7.0	126.0	117.0	89.0	455.0	163.0	48.0	46.0	118.0	114.0	15.0	2.0	25.0	20.0	3.0	2.0	208.0	197.0	119.0	692.0	665.0	195.0	187.0	540.0	507.0	40561.0	62.0	59.0	780.0	132.0	214.0	74.0	37.0	63.0	25.0	24.0	45.0	74.0	74.0	2.0	1.0	361.0	405.0	398.0	1.0	1.0	28684.0	27817.0	100.0	97.0	619.0	593.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Weissella; s__
2747	36.0	36.0	39.0	38.0	1325.0	2.0	2.0	3.0	814.0	782.0	1195.0	364.0	95.0	90.0	24.0	23.0	201.0	206.0	84.0	82.0	25.0	26.0	0.0	0.0	10.0	10.0	550.0	500.0	19.0	16.0	1.0	2.0	18.0	16.0	3710.0	1252.0	0.0	1.0	5.0	4.0	34.0	36.0	4.0	4.0	46.0	40.0	17406.0	8.0	8.0	1746.0	1676.0	6499.0	21.0	799.0	30.0	26.0	6.0	4.0	2.0	0.0	118.0	115.0	2.0	1.0	2071.0	2024.0	1324.0	195.0	183.0	26.0	23.0	87.0	85.0	2144.0	21.0	23.0	308.0	1687.0	1026.0	1088.0	6011.0	3354.0	0.0	0.0	394.0	48.0	46.0	0.0	1.0	16.0	159.0	160.0	1.0	0.0	23.0	23.0	54.0	54.0	445.0	404.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Carnobacterium; s__
1470540	2.0	2.0	15.0	12.0	79.0	1.0	1.0	2.0	53.0	52.0	52.0	35.0	282.0	272.0	20.0	17.0	16.0	16.0	149.0	141.0	78.0	71.0	0.0	0.0	7.0	6.0	293.0	280.0	8.0	9.0	0.0	0.0	4.0	4.0	184.0	101.0	0.0	0.0	1.0	1.0	5.0	5.0	2.0	2.0	67.0	70.0	77.0	0.0	0.0	106.0	100.0	241.0	1.0	35.0	2.0	1.0	3.0	3.0	0.0	0.0	5.0	6.0	0.0	0.0	235.0	225.0	127.0	197.0	196.0	3.0	3.0	70.0	65.0	598.0	5.0	5.0	748.0	105.0	88.0	308.0	45.0	85.0	1.0	1.0	42.0	1.0	2.0	0.0	0.0	3.0	39.0	34.0	1.0	0.0	25.0	29.0	29.0	26.0	362.0	294.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Jeotgalibaca; s__
191769	1.0	2.0	4.0	5.0	32.0	1.0	1.0	4.0	49.0	44.0	32.0	11.0	37.0	34.0	20.0	18.0	58.0	55.0	12.0	10.0	4.0	5.0	1.0	1.0	6.0	6.0	194.0	180.0	3.0	3.0	0.0	0.0	1.0	0.0	71.0	53.0	0.0	0.0	0.0	0.0	3.0	3.0	6.0	6.0	17.0	20.0	130.0	1.0	1.0	78.0	72.0	67.0	1.0	64.0	2.0	3.0	0.0	0.0	1.0	1.0	6.0	6.0	0.0	0.0	87.0	82.0	56.0	75.0	78.0	1.0	2.0	11.0	13.0	1633.0	6.0	5.0	309.0	65.0	41.0	67.0	45.0	60.0	0.0	0.0	42.0	7.0	9.0	10.0	11.0	9.0	14.0	10.0	2.0	1.0	26.0	24.0	5.0	5.0	89.0	59.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Marinilactibacillus; s__
841	43.0	45.0	4.0	4.0	30.0	0.0	0.0	2.0	31.0	21.0	33.0	84.0	17.0	14.0	3.0	3.0	29.0	28.0	12.0	12.0	2.0	4.0	0.0	0.0	7.0	8.0	44.0	42.0	3.0	4.0	1.0	1.0	52.0	37.0	87.0	26.0	0.0	0.0	6.0	4.0	30.0	30.0	5.0	6.0	6.0	8.0	13.0	4.0	3.0	42.0	40.0	20.0	1.0	36.0	14.0	12.0	12.0	11.0	1.0	1.0	7.0	8.0	0.0	0.0	37.0	32.0	152.0	66.0	60.0	14.0	13.0	29.0	28.0	28.0	2.0	2.0	19.0	84.0	88.0	80.0	200.0	38.0	0.0	0.0	22836.0	9.0	12.0	0.0	0.0	1.0	16.0	13.0	0.0	0.0	5.0	4.0	20.0	21.0	16.0	15.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__
207244	21.0	24.0	15.0	10.0	109.0	1.0	0.0	2.0	119.0	119.0	96.0	783.0	26.0	26.0	7.0	8.0	52.0	46.0	32.0	29.0	2.0	2.0	2.0	2.0	6.0	6.0	80.0	72.0	2.0	2.0	6.0	4.0	48.0	50.0	181.0	161.0	0.0	0.0	13.0	12.0	27.0	26.0	1.0	2.0	3.0	3.0	45.0	3.0	3.0	133.0	125.0	106.0	49.0	126.0	12.0	10.0	70.0	73.0	3.0	1.0	10.0	7.0	4.0	0.0	129.0	127.0	461.0	71.0	70.0	6.0	5.0	47.0	44.0	81.0	5.0	5.0	38.0	217.0	273.0	219.0	117.0	262.0	0.0	0.0	20626.0	13.0	13.0	0.0	0.0	2.0	28.0	25.0	0.0	0.0	7.0	6.0	25.0	23.0	36.0	35.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; s__
1164882	9.0	14.0	13.0	12.0	52.0	2.0	3.0	7.0	119.0	104.0	77.0	29.0	22.0	21.0	142.0	135.0	73.0	73.0	2.0	2.0	0.0	0.0	2.0	1.0	8.0	5.0	42.0	49.0	2.0	2.0	0.0	0.0	6.0	2.0	8.0	902.0	0.0	0.0	5.0	4.0	7.0	4.0	6.0	4.0	22.0	22.0	13.0	6.0	5.0	67.0	56.0	136.0	13.0	59.0	3.0	4.0	4.0	5.0	0.0	0.0	16.0	13.0	0.0	0.0	34.0	29.0	58.0	75.0	66.0	2.0	3.0	68.0	65.0	61.0	5.0	6.0	7.0	39.0	145.0	57.0	22.0	45.0	3.0	2.0	191.0	10.0	13.0	0.0	0.0	32.0	68.0	63.0	0.0	1.0	1.0	1.0	10.0	10.0	34.0	31.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoanaerobaculum; s__
1506553	6.0	5.0	18.0	19.0	17.0	4.0	4.0	8.0	1158.0	932.0	33.0	337.0	295.0	255.0	49.0	48.0	374.0	323.0	13.0	15.0	14.0	14.0	1.0	1.0	7.0	8.0	468.0	432.0	1.0	0.0	2.0	2.0	279.0	266.0	463.0	751.0	2.0	2.0	12.0	15.0	26.0	21.0	7.0	6.0	304.0	278.0	12.0	4.0	4.0	805.0	719.0	22.0	9.0	32.0	42.0	46.0	9.0	4.0	0.0	0.0	315.0	270.0	3.0	3.0	713.0	654.0	85.0	418.0	377.0	34.0	31.0	417.0	342.0	8351.0	245.0	228.0	288.0	57.0	56.0	165.0	31.0	46.0	0.0	0.0	5696.0	7.0	5.0	0.0	0.0	5.0	410.0	337.0	0.0	1.0	190.0	169.0	17.0	13.0	380.0	284.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__
572511	5.0	7.0	13.0	12.0	158.0	0.0	0.0	6.0	1413.0	1335.0	298.0	373.0	22.0	20.0	25.0	25.0	60.0	60.0	58.0	55.0	85.0	88.0	27.0	32.0	52.0	49.0	1179.0	1133.0	12.0	9.0	2.0	2.0	91.0	94.0	3813.0	1099.0	0.0	0.0	3.0	1.0	27.0	28.0	2.0	1.0	48.0	45.0	150.0	3.0	4.0	2218.0	2167.0	222.0	2.0	773.0	38.0	31.0	6.0	7.0	4.0	1.0	236.0	230.0	2.0	1.0	2870.0	2818.0	292.0	947.0	923.0	20.0	20.0	125.0	121.0	80.0	26.0	27.0	380.0	308.0	214.0	224.0	53.0	315.0	1.0	1.0	4435.0	17.0	15.0	2.0	2.0	7.0	105.0	96.0	1.0	2.0	31.0	32.0	33.0	34.0	103.0	90.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
2039240	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	16.0	18.0	1.0	0.0	10.0	8.0	1.0	0.0	30.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	16.0	1.0	0.0	0.0	12.0	11.0	1.0	0.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	7.0	8.0	0.0	0.0	10.0	12.0	0.0	19.0	19.0	6.0	7.0	31.0	28.0	218.0	9.0	11.0	5.0	4.0	1.0	8.0	2.0	3.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	2.0	21.0	18.0	0.0	0.0	13.0	10.0	0.0	0.0	20.0	14.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerotignum; s__
216851	112.0	90.0	151.0	140.0	195.0	0.0	0.0	43.0	212.0	195.0	247.0	3973.0	129.0	118.0	35.0	40.0	513.0	489.0	111.0	100.0	91.0	97.0	2.0	2.0	118.0	112.0	537.0	506.0	32.0	22.0	36.0	42.0	2786.0	2691.0	750.0	322.0	0.0	0.0	151.0	133.0	894.0	855.0	71.0	66.0	52.0	45.0	87.0	61.0	59.0	330.0	295.0	192.0	30.0	436.0	87.0	92.0	67.0	62.0	14.0	1.0	51.0	47.0	11.0	3.0	390.0	382.0	755.0	647.0	628.0	142.0	129.0	394.0	365.0	597.0	26.0	23.0	320.0	757.0	652.0	692.0	902.0	228.0	3.0	3.0	113773.0	154.0	153.0	8.0	4.0	49.0	269.0	257.0	6.0	4.0	52.0	49.0	504.0	490.0	416.0	403.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__
1263	18.0	16.0	3.0	2.0	92.0	0.0	0.0	4.0	22.0	22.0	76.0	20.0	25.0	25.0	4.0	5.0	47.0	41.0	7.0	6.0	3.0	3.0	0.0	0.0	11.0	11.0	46.0	43.0	2.0	2.0	3.0	2.0	39.0	37.0	61.0	29.0	0.0	0.0	13.0	10.0	37.0	37.0	12.0	11.0	5.0	5.0	24.0	2.0	2.0	50.0	43.0	38.0	4.0	188.0	9.0	9.0	1.0	1.0	0.0	0.0	12.0	7.0	0.0	0.0	30.0	27.0	475.0	205.0	205.0	10.0	10.0	33.0	34.0	73.0	9.0	9.0	33.0	174.0	295.0	88.0	435.0	84.0	0.0	0.0	217117.0	15.0	12.0	1.0	1.0	7.0	29.0	29.0	0.0	0.0	10.0	10.0	25.0	25.0	92.0	83.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
946234	3.0	1.0	6.0	6.0	27.0	1.0	0.0	1.0	6.0	6.0	7.0	489.0	4.0	6.0	12.0	6.0	4.0	6.0	5.0	5.0	4.0	3.0	2.0	0.0	8.0	6.0	17.0	12.0	0.0	1.0	0.0	1.0	161.0	159.0	64.0	2.0	1.0	1.0	10.0	9.0	31.0	32.0	10.0	10.0	3.0	3.0	1.0	2.0	2.0	14.0	10.0	5.0	12.0	2.0	0.0	0.0	19.0	17.0	1.0	0.0	1.0	2.0	1.0	3.0	25.0	24.0	22.0	16.0	21.0	9.0	8.0	2.0	5.0	19.0	0.0	2.0	11.0	18.0	15.0	51.0	7.0	17.0	5.0	3.0	2011.0	5.0	5.0	1.0	2.0	7.0	4.0	3.0	0.0	1.0	1.0	1.0	22.0	21.0	12.0	9.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Flavonifractor; s__
44259	19.0	19.0	18.0	17.0	78.0	6.0	5.0	28.0	40.0	41.0	151.0	64.0	25.0	26.0	389.0	389.0	150.0	141.0	3.0	1.0	1.0	0.0	0.0	0.0	37.0	38.0	64.0	60.0	0.0	0.0	0.0	0.0	3.0	3.0	15.0	275.0	1.0	1.0	3.0	3.0	2.0	2.0	438.0	423.0	17.0	18.0	27.0	2.0	2.0	82.0	74.0	22.0	47.0	162.0	16.0	14.0	42.0	37.0	0.0	0.0	28.0	31.0	0.0	0.0	25.0	24.0	76.0	99.0	103.0	10.0	11.0	53.0	53.0	69.0	7.0	7.0	18.0	56.0	168.0	136.0	15.0	81.0	1.0	1.0	71.0	6.0	7.0	0.0	0.0	32.0	99.0	99.0	6.0	4.0	8.0	8.0	37.0	37.0	24.0	24.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Filifactor; s__
1870884	4.0	2.0	15.0	12.0	43.0	1.0	1.0	8.0	70.0	70.0	51.0	129.0	19.0	20.0	20.0	17.0	39.0	44.0	5.0	6.0	6.0	5.0	4.0	3.0	5.0	6.0	75.0	58.0	4.0	4.0	0.0	0.0	89.0	97.0	211.0	80.0	0.0	0.0	4.0	5.0	20.0	19.0	12.0	12.0	7.0	8.0	10.0	5.0	5.0	113.0	104.0	46.0	4.0	68.0	4.0	4.0	6.0	6.0	0.0	0.0	11.0	12.0	0.0	0.0	135.0	116.0	95.0	82.0	82.0	4.0	4.0	21.0	21.0	48.0	2.0	2.0	29.0	73.0	126.0	227.0	46.0	66.0	0.0	1.0	11686.0	7.0	6.0	0.0	0.0	1.0	26.0	33.0	3.0	3.0	5.0	4.0	14.0	12.0	15.0	18.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Clostridioides; s__
186831	1.0	1.0	1.0	1.0	3.0	1.0	1.0	0.0	13.0	11.0	5.0	15.0	4.0	4.0	12.0	12.0	7.0	6.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	73.0	0.0	0.0	0.0	0.0	0.0	1.0	32.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	14.0	2.0	0.0	0.0	15.0	15.0	0.0	0.0	3.0	2.0	1.0	2.0	2.0	0.0	0.0	2.0	3.0	0.0	0.0	15.0	14.0	5.0	39.0	35.0	0.0	0.0	15.0	12.0	12.0	4.0	4.0	53.0	2.0	8.0	4.0	0.0	7.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	1.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	25.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Acetoanaerobium; s__
1485	24.0	29.0	75.0	70.0	292.0	11.0	4.0	36.0	1201.0	1118.0	442.0	379.0	168.0	154.0	212.0	215.0	438.0	413.0	374.0	326.0	156.0	137.0	13.0	13.0	103.0	94.0	1214.0	1161.0	470.0	411.0	3.0	4.0	100.0	90.0	3016.0	1293.0	2.0	1.0	56.0	59.0	140.0	134.0	5.0	11.0	121.0	118.0	259.0	12.0	10.0	1948.0	1842.0	459.0	83.0	294.0	122.0	137.0	21.0	22.0	19.0	12.0	328.0	298.0	26.0	26.0	2824.0	2763.0	545.0	589.0	553.0	216.0	208.0	377.0	341.0	1012.0	115.0	113.0	655.0	389.0	566.0	527.0	467.0	508.0	6.0	4.0	7382.0	50.0	52.0	8.0	5.0	92.0	327.0	295.0	147.0	131.0	91.0	83.0	65.0	57.0	371.0	331.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__
1981033	4.0	3.0	4.0	4.0	4.0	0.0	0.0	1.0	9.0	7.0	10.0	27.0	5.0	4.0	9.0	9.0	3.0	4.0	1.0	1.0	1.0	1.0	0.0	0.0	2.0	1.0	15.0	11.0	0.0	0.0	0.0	1.0	120.0	108.0	91.0	11.0	1.0	0.0	4.0	4.0	17.0	14.0	1.0	1.0	4.0	4.0	2.0	1.0	1.0	14.0	12.0	4.0	4.0	21.0	2.0	2.0	3.0	3.0	3.0	1.0	2.0	2.0	0.0	0.0	29.0	26.0	29.0	11.0	10.0	1.0	1.0	8.0	9.0	9.0	0.0	0.0	3.0	21.0	23.0	133.0	55.0	21.0	0.0	0.0	1377.0	2.0	3.0	0.0	0.0	0.0	4.0	5.0	0.0	0.0	0.0	0.0	8.0	8.0	6.0	4.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Mordavella; s__
114627	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	3.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	3.0	2.0	4.0	2.0	2.0	1.0	1.0	3.0	1.0	7.0	0.0	2.0	4.0	0.0	1.0	6.0	0.0	3.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Alkaliphilus; s__
