ID	Batch	ID2	City	ID3	City2	contin
csd17_HGK.018	csd17	HGK.018	HGK	018	HGK	Asia
csd17_LON.001	csd17	LON.001	LON	001	LON	Europe
csd17_LON.002	csd17	LON.002	LON	002	LON	Europe
csd17_LON.003	csd17	LON.003	LON	003	LON	Europe
csd17_LON.004	csd17	LON.004	LON	004	LON	Europe
csd17_LON.005	csd17	LON.005	LON	005	LON	Europe
csd17_LON.006	csd17	LON.006	LON	006	LON	Europe
csd17_LON.007	csd17	LON.007	LON	007	LON	Europe
csd17_LON.008	csd17	LON.008	LON	008	LON	Europe
csd17_LON.009	csd17	LON.009	LON	009	LON	Europe
csd17_LON.010	csd17	LON.010	LON	010	LON	Europe
csd17_LON.011	csd17	LON.011	LON	011	LON	Europe
csd17_LON.012	csd17	LON.012	LON	012	LON	Europe
csd17_LON.013	csd17	LON.013	LON	013	LON	Europe
csd17_LON.014	csd17	LON.014	LON	014	LON	Europe
csd17_LON.015	csd17	LON.015	LON	015	LON	Europe
csd17_LON.016	csd17	LON.016	LON	016	LON	Europe
csd17_LON.017	csd17	LON.017	LON	017	LON	Europe
csd17_LON.018	csd17	LON.018	LON	018	LON	Europe
csd17_LON.019	csd17	LON.019	LON	019	LON	Europe
csd17_LON.020	csd17	LON.020	LON	020	LON	Europe
csd17_LON.021	csd17	LON.021	LON	021	LON	Europe
csd17_LON.022	csd17	LON.022	LON	022	LON	Europe
csd17_LON.023	csd17	LON.023	LON	023	LON	Europe
csd17_LON.024	csd17	LON.024	LON	024	LON	Europe
csd17_MAR.001	csd17	MAR.001	MAR	001	MAR	Europe
csd17_MAR.002	csd17	MAR.002	MAR	002	MAR	Europe
csd17_MAR.003	csd17	MAR.003	MAR	003	MAR	Europe
csd17_MAR.004	csd17	MAR.004	MAR	004	MAR	Europe
csd17_MAR.005	csd17	MAR.005	MAR	005	MAR	Europe
csd17_MAR.006	csd17	MAR.006	MAR	006	MAR	Europe
csd17_MAR.007	csd17	MAR.007	MAR	007	MAR	Europe
csd17_MAR.008	csd17	MAR.008	MAR	008	MAR	Europe
csd17_MAR.009	csd17	MAR.009	MAR	009	MAR	Europe
csd17_MAR.010	csd17	MAR.010	MAR	010	MAR	Europe
csd17_SAO.001	csd17	SAO.001	SAO	001	SAO	SouthA
csd17_SAO.002	csd17	SAO.002	SAO	002	SAO	SouthA
csd17_SAO.003	csd17	SAO.003	SAO	003	SAO	SouthA
csd17_SAO.004	csd17	SAO.004	SAO	004	SAO	SouthA
csd17_SAO.005	csd17	SAO.005	SAO	005	SAO	SouthA
csd17_SAO.006	csd17	SAO.006	SAO	006	SAO	SouthA
csd17_SAO.007	csd17	SAO.007	SAO	007	SAO	SouthA
csd17_SAO.008	csd17	SAO.008	SAO	008	SAO	SouthA
csd17_SAO.009	csd17	SAO.009	SAO	009	SAO	SouthA
csd17_SAO.010	csd17	SAO.010	SAO	010	SAO	SouthA
csd17_SAO.011	csd17	SAO.011	SAO	011	SAO	SouthA
csd17_SAO.012	csd17	SAO.012	SAO	012	SAO	SouthA
csd17_SAO.013	csd17	SAO.013	SAO	013	SAO	SouthA
csd17_SAO.014	csd17	SAO.014	SAO	014	SAO	SouthA
csd17_SAO.015	csd17	SAO.015	SAO	015	SAO	SouthA
csd17_SAO.016	csd17	SAO.016	SAO	016	SAO	SouthA
csd17_SAO.017	csd17	SAO.017	SAO	017	SAO	SouthA
csd17_SAO.018	csd17	SAO.018	SAO	018	SAO	SouthA
csd17_SAO.019	csd17	SAO.019	SAO	019	SAO	SouthA
csd17_SAO.020	csd17	SAO.020	SAO	020	SAO	SouthA
csd17_SAO.021	csd17	SAO.021	SAO	021	SAO	SouthA
csd17_SAO.022	csd17	SAO.022	SAO	022	SAO	SouthA
csd17_SAO.023	csd17	SAO.023	SAO	023	SAO	SouthA
csd17_SAO.024	csd17	SAO.024	SAO	024	SAO	SouthA
csd17_SOF.001	csd17	SOF.001	SOF	001	SOF	Europe
csd17_SOF.002	csd17	SOF.002	SOF	002	SOF	Europe
csd17_SOF.003	csd17	SOF.003	SOF	003	SOF	Europe
csd17_SOF.004	csd17	SOF.004	SOF	004	SOF	Europe
csd17_SOF.005	csd17	SOF.005	SOF	005	SOF	Europe
csd17_SOF.006	csd17	SOF.006	SOF	006	SOF	Europe
csd17_SOF.007	csd17	SOF.007	SOF	007	SOF	Europe
csd17_SOF.008	csd17	SOF.008	SOF	008	SOF	Europe
csd17_SOF.009	csd17	SOF.009	SOF	009	SOF	Europe
csd17_SOF.010	csd17	SOF.010	SOF	010	SOF	Europe
csd17_STO.001	csd17	STO.001	STO	001	STO	Europe
csd17_STO.002	csd17	STO.002	STO	002	STO	Europe
csd17_STO.003	csd17	STO.003	STO	003	STO	Europe
csd17_STO.004	csd17	STO.004	STO	004	STO	Europe
csd17_STO.005	csd17	STO.005	STO	005	STO	Europe
csd17_STO.006	csd17	STO.006	STO	006	STO	Europe
csd17_STO.007	csd17	STO.007	STO	007	STO	Europe
csd17_STO.008	csd17	STO.008	STO	008	STO	Europe
csd17_STO.009	csd17	STO.009	STO	009	STO	Europe
csd17_STO.010	csd17	STO.010	STO	010	STO	Europe
csd17_STO.011	csd17	STO.011	STO	011	STO	Europe
csd17_STO.012	csd17	STO.012	STO	012	STO	Europe
csd17_STO.013	csd17	STO.013	STO	013	STO	Europe
csd17_STO.014	csd17	STO.014	STO	014	STO	Europe
csd17_STO.015	csd17	STO.015	STO	015	STO	Europe
csd17_STO.016	csd17	STO.016	STO	016	STO	Europe
csd17_STO.017	csd17	STO.017	STO	017	STO	Europe
csd17_STO.018	csd17	STO.018	STO	018	STO	Europe
csd17_STO.019	csd17	STO.019	STO	019	STO	Europe
csd17_STO.020	csd17	STO.020	STO	020	STO	Europe
P_PXO.001	P	PXO.001	PXO	001	PXO	Europe
P_PXO.002	P	PXO.002	PXO	002	PXO	Europe
P_PXO.003	P	PXO.003	PXO	003	PXO	Europe
P_PXO.004	P	PXO.004	PXO	004	PXO	Europe
P_PXO.005	P	PXO.005	PXO	005	PXO	Europe
P_PXO.006	P	PXO.006	PXO	006	PXO	Europe
P_PXO.007	P	PXO.007	PXO	007	PXO	Europe
P_PXO.008	P	PXO.008	PXO	008	PXO	Europe
P_PXO.009	P	PXO.009	PXO	009	PXO	Europe
P_PXO.010	P	PXO.010	PXO	010	PXO	Europe
P_PXO.011	P	PXO.011	PXO	011	PXO	Europe
P_PXO.012	P	PXO.012	PXO	012	PXO	Europe
P_PXO.013	P	PXO.013	PXO	013	PXO	Europe
P_PXO.014	P	PXO.014	PXO	014	PXO	Europe
P_PXO.015	P	PXO.015	PXO	015	PXO	Europe
P_PXO.016	P	PXO.016	PXO	016	PXO	Europe
P_PXO.017	P	PXO.017	PXO	017	PXO	Europe
P_PXO.018	P	PXO.018	PXO	018	PXO	Europe
P_PXO.019	P	PXO.019	PXO	019	PXO	Europe
P_PXO.020	P	PXO.020	PXO	020	PXO	Europe
